0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.590914538619167928e-02 -5.166366978401289167e-02 8.284152504083063917e+00
9.429547075437243187e-02 -4.289119835835375483e-01 6.028530320663722364e+01
8.901763808509842446e-02 -4.289548505780960697e-01 6.098722873937003186e+01
7.326633830373302514e-02 -4.310224188644095622e-01 6.133125941037570072e+01
6.007649759341837647e-02 -4.381129466504268821e-01 6.203446076030309086e+01
5.688418432904933375e-02 -4.479124547322177463e-01 6.238039458568591300e+01
5.614207893897803919e-02 -4.613679339121503631e-01 6.308267965210990269e+01
5.694819223298967781e-02 -4.804580622743502838e-01 6.342748932994459210e+01
5.728967084983248997e-02 -5.035815573369539777e-01 6.413046865336616520e+01
6.043235251395763508e-02 -5.296669923932358914e-01 6.483347517444941843e+01
6.591872460508743647e-02 -5.521535912973891680e-01 6.517920907436503342e+01
7.585517453853904413e-02 -5.766801389507885123e-01 6.586451565947788822e+01
8.541858825344170181e-02 -6.010707797155687704e-01 6.690774506873188443e+01
9.688494865619871887e-02 -6.224589927446885218e-01 6.759587798429805616e+01
1.010258786513494600e-01 -6.395430655886679139e-01 6.791803746785656415e+01
1.093746476639254062e-01 -6.581068609778015777e-01 6.860832193968110460e+01
1.200549035870900894e-01 -6.723195347010094691e-01 6.929951293941736878e+01
1.317334399156954161e-01 -6.788359346419273743e-01 6.963426852195334504e+01
1.441819487020779278e-01 -6.880236274800394236e-01 7.032707243536619046e+01
