0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 -8.249089330832611033e-02 0.000000000000000000e+00
0.000000000000000000e+00 4.418743640852313970e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.443468409252353091e+00 0.000000000000000000e+00
0.000000000000000000e+00 -3.006239039799647461e-01 0.000000000000000000e+00
0.000000000000000000e+00 7.745975913167321147e-01 0.000000000000000000e+00
0.000000000000000000e+00 5.498102380289682060e-03 0.000000000000000000e+00
0.000000000000000000e+00 -1.046572429251569486e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.940818341621642629e-01 0.000000000000000000e+00
0.000000000000000000e+00 -1.773975685061791041e-01 0.000000000000000000e+00
0.000000000000000000e+00 -5.596834796052504446e-01 0.000000000000000000e+00
0.000000000000000000e+00 -2.801792589912256437e-01 0.000000000000000000e+00
0.000000000000000000e+00 -3.447688459817822015e-01 0.000000000000000000e+00
0.000000000000000000e+00 -3.442515499671396778e-02 0.000000000000000000e+00
0.000000000000000000e+00 -7.622918152661463109e-01 0.000000000000000000e+00
0.000000000000000000e+00 -4.586153338566859583e-01 0.000000000000000000e+00
0.000000000000000000e+00 -8.076758434150888011e-01 0.000000000000000000e+00
0.000000000000000000e+00 -1.258255917269927471e+00 0.000000000000000000e+00
0.000000000000000000e+00 -6.783816442071817221e-01 0.000000000000000000e+00
0.000000000000000000e+00 -6.605363636324703691e-01 0.000000000000000000e+00
