0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.126642594390744767e-02 -5.680406216246299683e-02 8.985502365285945814e+00
7.915346765328257206e-02 -2.474998026669734397e-01 3.530072337012416739e+01
7.382294761783829429e-02 -2.496663460769202314e-01 3.599189323720042211e+01
6.515397006849338313e-02 -2.519076500683138375e-01 3.633591928873465093e+01
6.882426418120589362e-02 -2.580890521029429174e-01 3.703543263308101530e+01
6.429210758466057107e-02 -2.646759296887191693e-01 3.737064878601486839e+01
6.422471380514116479e-02 -2.745988502164198874e-01 3.807296002959732562e+01
6.485464552456289555e-02 -2.866896023154469897e-01 3.841782281935271470e+01
6.250957291968266272e-02 -3.023038934175312220e-01 3.911011970322547882e+01
6.468642396701439201e-02 -3.198835208201649682e-01 3.981319573827600777e+01
6.806446104866928359e-02 -3.342389981403825483e-01 4.015900032021077237e+01
7.136347497716552524e-02 -3.510123348955642708e-01 4.083363294179159908e+01
7.764136730654780383e-02 -3.693080841414038140e-01 4.187691860269388400e+01
7.805596636614352268e-02 -3.846591860966814824e-01 4.256695974989301590e+01
8.248602221573922422e-02 -3.962099224570044820e-01 4.289991429763408348e+01
8.801180495588077635e-02 -4.100517996231657358e-01 4.359024722929307671e+01
9.790773030469965277e-02 -4.214642755116759787e-01 4.429220854750062131e+01
1.052607474890755873e-01 -4.267366352170608446e-01 4.462698076413245474e+01
1.134641011363272389e-01 -4.350636763430115739e-01 4.531979959619174281e+01
